Begin epxeriment: cont_weight: 0.01 epoch:1000 der1:0.3 der2:0 dfr1:0 dfr2:0.4
./run_pre_bkd.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0002, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=0.01, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=2, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.0, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=0.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
#Attach Nodes:5
./selected_nodes/Cora/Overall/seed265/nodes.txt
precent of left attach nodes: 1.000
/home/mfl5681/project-contrastive/RobustCL/model.py:226: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
Epoch 650, val loss: 1.1671040058135986
Epoch 660, training loss: 0.07429030537605286 = 0.008375730365514755 + 0.01 * 6.591457366943359
Epoch 660, val loss: 1.1759337186813354
Epoch 670, training loss: 0.07380589097738266 = 0.007992567494511604 + 0.01 * 6.581332683563232
Epoch 670, val loss: 1.1845343112945557
Epoch 680, training loss: 0.07340535521507263 = 0.007637161761522293 + 0.01 * 6.576818943023682
Epoch 680, val loss: 1.1928786039352417
Epoch 690, training loss: 0.07308071851730347 = 0.007306910119950771 + 0.01 * 6.577380657196045
Epoch 690, val loss: 1.2010326385498047
Epoch 700, training loss: 0.07274753600358963 = 0.006999474484473467 + 0.01 * 6.574806213378906
Epoch 700, val loss: 1.2089475393295288
Epoch 710, training loss: 0.07245370000600815 = 0.006712689064443111 + 0.01 * 6.574100971221924
Epoch 710, val loss: 1.2166277170181274
Epoch 720, training loss: 0.07226486504077911 = 0.0064449617639184 + 0.01 * 6.581990718841553
Epoch 720, val loss: 1.2241438627243042
Epoch 730, training loss: 0.07181624323129654 = 0.006194670684635639 + 0.01 * 6.562157154083252
Epoch 730, val loss: 1.23147714138031
Epoch 740, training loss: 0.07168646156787872 = 0.005960232112556696 + 0.01 * 6.572622776031494
Epoch 740, val loss: 1.2385789155960083
Epoch 750, training loss: 0.07130967825651169 = 0.005740461405366659 + 0.01 * 6.556921482086182
Epoch 750, val loss: 1.2455267906188965
Epoch 760, training loss: 0.07113202661275864 = 0.005534134339541197 + 0.01 * 6.559789657592773
Epoch 760, val loss: 1.252253770828247
Epoch 770, training loss: 0.0709148645401001 = 0.005340352188795805 + 0.01 * 6.557451248168945
Epoch 770, val loss: 1.2588856220245361
Epoch 780, training loss: 0.07066156715154648 = 0.005157969892024994 + 0.01 * 6.550360202789307
Epoch 780, val loss: 1.265259027481079
Epoch 790, training loss: 0.07043879479169846 = 0.004986039828509092 + 0.01 * 6.545275688171387
Epoch 790, val loss: 1.2715641260147095
Epoch 800, training loss: 0.0701771229505539 = 0.004823711700737476 + 0.01 * 6.535340785980225
Epoch 800, val loss: 1.2776782512664795
Epoch 810, training loss: 0.07019884884357452 = 0.004670548718422651 + 0.01 * 6.552830219268799
Epoch 810, val loss: 1.283677339553833
Epoch 820, training loss: 0.06991147994995117 = 0.004525844939053059 + 0.01 * 6.5385637283325195
Epoch 820, val loss: 1.2895094156265259
Epoch 830, training loss: 0.06976119428873062 = 0.00438880268484354 + 0.01 * 6.537239074707031
Epoch 830, val loss: 1.2952176332473755
Epoch 840, training loss: 0.06955946981906891 = 0.004258954897522926 + 0.01 * 6.530052185058594
Epoch 840, val loss: 1.3008531332015991
Epoch 850, training loss: 0.06949407607316971 = 0.00413602264598012 + 0.01 * 6.5358052253723145
Epoch 850, val loss: 1.3062692880630493
Epoch 860, training loss: 0.06913236528635025 = 0.004019617103040218 + 0.01 * 6.511274814605713
Epoch 860, val loss: 1.3116931915283203
Epoch 870, training loss: 0.06918521970510483 = 0.003908948507159948 + 0.01 * 6.527627468109131
Epoch 870, val loss: 1.3169230222702026
Epoch 880, training loss: 0.06892136484384537 = 0.0038037290796637535 + 0.01 * 6.511763572692871
Epoch 880, val loss: 1.3221014738082886
Epoch 890, training loss: 0.06878546625375748 = 0.0037036631256341934 + 0.01 * 6.508180618286133
Epoch 890, val loss: 1.327083706855774
Epoch 900, training loss: 0.06887054443359375 = 0.0036084481980651617 + 0.01 * 6.526209831237793
Epoch 900, val loss: 1.332065224647522
Epoch 910, training loss: 0.06842675060033798 = 0.0035177082754671574 + 0.01 * 6.490904331207275
Epoch 910, val loss: 1.3369399309158325
Epoch 920, training loss: 0.06846119463443756 = 0.0034312717616558075 + 0.01 * 6.502992630004883
Epoch 920, val loss: 1.3415745496749878
Epoch 930, training loss: 0.06832389533519745 = 0.0033488667104393244 + 0.01 * 6.497503280639648
Epoch 930, val loss: 1.3462448120117188
Epoch 940, training loss: 0.06809113919734955 = 0.0032700274605304003 + 0.01 * 6.482110977172852
Epoch 940, val loss: 1.3507905006408691
Epoch 950, training loss: 0.06812401115894318 = 0.003194715129211545 + 0.01 * 6.492929935455322
Epoch 950, val loss: 1.3551770448684692
Epoch 960, training loss: 0.06779403984546661 = 0.003122697351500392 + 0.01 * 6.467134475708008
Epoch 960, val loss: 1.3595701456069946
Epoch 970, training loss: 0.06782616674900055 = 0.0030537392012774944 + 0.01 * 6.477242946624756
Epoch 970, val loss: 1.3638142347335815
Epoch 980, training loss: 0.06769337505102158 = 0.002987668151035905 + 0.01 * 6.4705705642700195
Epoch 980, val loss: 1.3680826425552368
Epoch 990, training loss: 0.06756500899791718 = 0.0029243214521557093 + 0.01 * 6.464068412780762
Epoch 990, val loss: 1.3721181154251099
=== picking the best model according to the performance on validation ===
target class rate on Vs: 1.0000
accuracy on clean test nodes: 0.8037
Overall ASR: 0.8930
Flip ASR: 0.8756/225 nodes
./selected_nodes/Cora/Overall/seed996/nodes.txt
precent of left attach nodes: 1.000
=== training gcn model ===
Epoch 0, training loss: 2.0286502838134766 = 1.9449131488800049 + 0.01 * 8.373724937438965
Epoch 0, val loss: 1.9456206560134888
Epoch 10, training loss: 2.018115520477295 = 1.9343798160552979 + 0.01 * 8.373566627502441
Epoch 10, val loss: 1.9346731901168823
Epoch 20, training loss: 2.0049591064453125 = 1.9212291240692139 + 0.01 * 8.373004913330078
Epoch 20, val loss: 1.9208520650863647
Epoch 30, training loss: 1.9861944913864136 = 1.902484655380249 + 0.01 * 8.370985984802246
Epoch 30, val loss: 1.9012548923492432
Epoch 40, training loss: 1.9583555459976196 = 1.8747706413269043 + 0.01 * 8.358488082885742
Epoch 40, val loss: 1.8728768825531006
Epoch 50, training loss: 1.9198732376098633 = 1.8369516134262085 + 0.01 * 8.292159080505371
Epoch 50, val loss: 1.8361560106277466
Epoch 60, training loss: 1.875159740447998 = 1.7954020500183105 + 0.01 * 7.975769996643066
Epoch 60, val loss: 1.7997523546218872
Epoch 70, training loss: 1.8333873748779297 = 1.756521463394165 + 0.01 * 7.686596870422363
Epoch 70, val loss: 1.7668242454528809
Epoch 80, training loss: 1.7805263996124268 = 1.7068346738815308 + 0.01 * 7.369176387786865
Epoch 80, val loss: 1.7215826511383057
Epoch 90, training loss: 1.7102659940719604 = 1.639107346534729 + 0.01 * 7.115867614746094
Epoch 90, val loss: 1.6615782976150513
Epoch 100, training loss: 1.6212931871414185 = 1.5521435737609863 + 0.01 * 6.9149580001831055
Epoch 100, val loss: 1.5884759426116943
Epoch 110, training loss: 1.5223795175552368 = 1.453749418258667 + 0.01 * 6.863008975982666
Epoch 110, val loss: 1.5067293643951416
Epoch 120, training loss: 1.42083740234375 = 1.3523613214492798 + 0.01 * 6.847606182098389
Epoch 120, val loss: 1.4241067171096802
Epoch 130, training loss: 1.3208521604537964 = 1.2524083852767944 + 0.01 * 6.8443756103515625
Epoch 130, val loss: 1.3444517850875854
Epoch 140, training loss: 1.2236751317977905 = 1.1552934646606445 + 0.01 * 6.838167190551758
Epoch 140, val loss: 1.2692978382110596
Epoch 150, training loss: 1.1308015584945679 = 1.062499761581421 + 0.01 * 6.830185413360596
Epoch 150, val loss: 1.1981899738311768
Epoch 160, training loss: 1.0437700748443604 = 0.9755340814590454 + 0.01 * 6.823594093322754
Epoch 160, val loss: 1.132371425628662
Epoch 170, training loss: 0.9628558158874512 = 0.8946518301963806 + 0.01 * 6.820399761199951
Epoch 170, val loss: 1.0718977451324463
Epoch 180, training loss: 0.8867418169975281 = 0.8185418248176575 + 0.01 * 6.819998264312744
Epoch 180, val loss: 1.0156046152114868
Epoch 190, training loss: 0.8136814832687378 = 0.7454793453216553 + 0.01 * 6.820215225219727
Epoch 190, val loss: 0.9619051218032837
Epoch 200, training loss: 0.7435890436172485 = 0.6753944158554077 + 0.01 * 6.819461822509766
Epoch 200, val loss: 0.9105210304260254
Epoch 210, training loss: 0.6782271265983582 = 0.6100515127182007 + 0.01 * 6.817564010620117
Epoch 210, val loss: 0.863468587398529
Epoch 220, training loss: 0.6196008324623108 = 0.5514540076255798 + 0.01 * 6.8146843910217285
Epoch 220, val loss: 0.8231731057167053
Epoch 230, training loss: 0.5683433413505554 = 0.5002357959747314 + 0.01 * 6.8107523918151855
Epoch 230, val loss: 0.7908897399902344
Epoch 240, training loss: 0.5234840512275696 = 0.4554283916950226 + 0.01 * 6.805563926696777
Epoch 240, val loss: 0.7659592628479004
Epoch 250, training loss: 0.4832623600959778 = 0.4152713716030121 + 0.01 * 6.799098491668701
Epoch 250, val loss: 0.7466796040534973
Epoch 260, training loss: 0.44587600231170654 = 0.3779614269733429 + 0.01 * 6.79145622253418
Epoch 260, val loss: 0.7310633659362793
Epoch 270, training loss: 0.40996086597442627 = 0.3421122431755066 + 0.01 * 6.7848639488220215
Epoch 270, val loss: 0.7179408669471741
Epoch 280, training loss: 0.37456437945365906 = 0.30681437253952026 + 0.01 * 6.775001049041748
Epoch 280, val loss: 0.7066300511360168
Epoch 290, training loss: 0.3395592272281647 = 0.27189943194389343 + 0.01 * 6.765980243682861
Epoch 290, val loss: 0.6967124938964844
Epoch 300, training loss: 0.3053086996078491 = 0.2377496212720871 + 0.01 * 6.755908966064453
Epoch 300, val loss: 0.688292920589447
Epoch 310, training loss: 0.2726766765117645 = 0.20521847903728485 + 0.01 * 6.745819568634033
Epoch 310, val loss: 0.6819231510162354
Epoch 320, training loss: 0.24281765520572662 = 0.17544397711753845 + 0.01 * 6.737368106842041
Epoch 320, val loss: 0.6782025098800659
Epoch 330, training loss: 0.21656368672847748 = 0.14925509691238403 + 0.01 * 6.73085880279541
Epoch 330, val loss: 0.6774728894233704
Epoch 340, training loss: 0.1941969394683838 = 0.12697097659111023 + 0.01 * 6.722596645355225
Epoch 340, val loss: 0.6799418330192566
Epoch 350, training loss: 0.17562270164489746 = 0.10842116177082062 + 0.01 * 6.720153331756592
Epoch 350, val loss: 0.685599148273468
Epoch 360, training loss: 0.1603008508682251 = 0.09314320236444473 + 0.01 * 6.715765476226807
Epoch 360, val loss: 0.6940107345581055
Epoch 370, training loss: 0.14764906466007233 = 0.08055818825960159 + 0.01 * 6.70908784866333
Epoch 370, val loss: 0.7046703100204468
Epoch 380, training loss: 0.1371772736310959 = 0.07013628631830215 + 0.01 * 6.704098701477051
Epoch 380, val loss: 0.717054009437561
Epoch 390, training loss: 0.12846720218658447 = 0.061438076198101044 + 0.01 * 6.7029128074646
Epoch 390, val loss: 0.7306237816810608
Epoch 400, training loss: 0.12105889618396759 = 0.05412169173359871 + 0.01 * 6.693719863891602
Epoch 400, val loss: 0.7450246810913086
Epoch 410, training loss: 0.11484356969594955 = 0.04792366921901703 + 0.01 * 6.691989898681641
Epoch 410, val loss: 0.7599262595176697
Epoch 420, training loss: 0.1095026358962059 = 0.04264533519744873 + 0.01 * 6.685730457305908
Epoch 420, val loss: 0.7751166820526123
Epoch 430, training loss: 0.10491588711738586 = 0.03812888637185097 + 0.01 * 6.678699970245361
Epoch 430, val loss: 0.7902673482894897
Epoch 440, training loss: 0.10109208524227142 = 0.034249141812324524 + 0.01 * 6.684294700622559
Epoch 440, val loss: 0.8052467703819275
Epoch 450, training loss: 0.09761931002140045 = 0.030910488218069077 + 0.01 * 6.670882701873779
Epoch 450, val loss: 0.8203230500221252
Epoch 460, training loss: 0.09464412927627563 = 0.028023073449730873 + 0.01 * 6.662106037139893
Epoch 460, val loss: 0.8348669409751892
Epoch 470, training loss: 0.0920945405960083 = 0.02551327645778656 + 0.01 * 6.6581268310546875
Epoch 470, val loss: 0.8492785692214966
Epoch 480, training loss: 0.08979558944702148 = 0.02332271821796894 + 0.01 * 6.647287368774414
Epoch 480, val loss: 0.8632327914237976
Epoch 490, training loss: 0.08788185566663742 = 0.0214023869484663 + 0.01 * 6.647946834564209
Epoch 490, val loss: 0.876858651638031
Epoch 500, training loss: 0.08614751696586609 = 0.019717130810022354 + 0.01 * 6.643038272857666
Epoch 500, val loss: 0.8899575471878052
Epoch 510, training loss: 0.08457809686660767 = 0.01822759583592415 + 0.01 * 6.6350507736206055
Epoch 510, val loss: 0.9027132987976074
Epoch 520, training loss: 0.08319517225027084 = 0.01690332591533661 + 0.01 * 6.629184722900391
Epoch 520, val loss: 0.9150538444519043
Epoch 530, training loss: 0.08196818828582764 = 0.015720076858997345 + 0.01 * 6.62481164932251
Epoch 530, val loss: 0.9271140694618225
Epoch 540, training loss: 0.08102144300937653 = 0.014658347703516483 + 0.01 * 6.63631010055542
Epoch 540, val loss: 0.9388065934181213
Epoch 550, training loss: 0.07993737608194351 = 0.013703382574021816 + 0.01 * 6.62339973449707
Epoch 550, val loss: 0.9501599073410034
Epoch 560, training loss: 0.0789865180850029 = 0.012837739661335945 + 0.01 * 6.614878177642822
Epoch 560, val loss: 0.9613498449325562
Epoch 570, training loss: 0.07822371274232864 = 0.01205342449247837 + 0.01 * 6.617029190063477
Epoch 570, val loss: 0.9720941781997681
Epoch 580, training loss: 0.07743079215288162 = 0.011340640485286713 + 0.01 * 6.609014987945557
Epoch 580, val loss: 0.9825314283370972
Epoch 590, training loss: 0.07673099637031555 = 0.010691117495298386 + 0.01 * 6.603987693786621
Epoch 590, val loss: 0.9927309155464172
Epoch 600, training loss: 0.07611881196498871 = 0.010098236612975597 + 0.01 * 6.602057933807373
Epoch 600, val loss: 1.002663254737854
Epoch 610, training loss: 0.07554488629102707 = 0.009554854594171047 + 0.01 * 6.599003314971924
Epoch 610, val loss: 1.0123536586761475
Epoch 620, training loss: 0.07500830292701721 = 0.00905535090714693 + 0.01 * 6.595294952392578
Epoch 620, val loss: 1.0218162536621094
Epoch 630, training loss: 0.0747215673327446 = 0.008595192804932594 + 0.01 * 6.612637519836426
Epoch 630, val loss: 1.0311250686645508
Epoch 640, training loss: 0.07408683001995087 = 0.008173123933374882 + 0.01 * 6.591371059417725
Epoch 640, val loss: 1.0400238037109375
Epoch 650, training loss: 0.07368440181016922 = 0.0077836583368480206 + 0.01 * 6.59007453918457
Epoch 650, val loss: 1.0487173795700073
Epoch 660, training loss: 0.07326826453208923 = 0.007422758266329765 + 0.01 * 6.584550380706787
Epoch 660, val loss: 1.057224988937378
Epoch 670, training loss: 0.07301414757966995 = 0.007087835110723972 + 0.01 * 6.592631816864014
Epoch 670, val loss: 1.0655723810195923
Epoch 680, training loss: 0.07261882722377777 = 0.0067771850153803825 + 0.01 * 6.584164619445801
Epoch 680, val loss: 1.0736485719680786
Epoch 690, training loss: 0.07225693762302399 = 0.0064879488199949265 + 0.01 * 6.57689905166626
Epoch 690, val loss: 1.0815727710723877
Epoch 700, training loss: 0.07205140590667725 = 0.006218370050191879 + 0.01 * 6.583303928375244
Epoch 700, val loss: 1.0892606973648071
Epoch 710, training loss: 0.07171580940485 = 0.005967248696833849 + 0.01 * 6.574855804443359
Epoch 710, val loss: 1.096832036972046
Epoch 720, training loss: 0.07140423357486725 = 0.005732135381549597 + 0.01 * 6.5672101974487305
Epoch 720, val loss: 1.1041921377182007
Epoch 730, training loss: 0.07133117318153381 = 0.00551196001470089 + 0.01 * 6.581921577453613
Epoch 730, val loss: 1.111366868019104
Epoch 740, training loss: 0.0709950253367424 = 0.005306457169353962 + 0.01 * 6.568856716156006
Epoch 740, val loss: 1.1183736324310303
Epoch 750, training loss: 0.07076945900917053 = 0.005113585386425257 + 0.01 * 6.565587520599365
Epoch 750, val loss: 1.1251885890960693
Epoch 760, training loss: 0.07051697373390198 = 0.0049323332495987415 + 0.01 * 6.5584635734558105
Epoch 760, val loss: 1.131838321685791
Epoch 770, training loss: 0.07028317451477051 = 0.004761683288961649 + 0.01 * 6.552149295806885
Epoch 770, val loss: 1.138361930847168
Epoch 780, training loss: 0.07017233967781067 = 0.004600402433425188 + 0.01 * 6.557193756103516
Epoch 780, val loss: 1.1447895765304565
Epoch 790, training loss: 0.07003206759691238 = 0.004448705818504095 + 0.01 * 6.5583367347717285
Epoch 790, val loss: 1.1509941816329956
Epoch 800, training loss: 0.06980003416538239 = 0.004305175971239805 + 0.01 * 6.549485683441162
Epoch 800, val loss: 1.1571236848831177
Epoch 810, training loss: 0.06980588287115097 = 0.004169391933828592 + 0.01 * 6.5636491775512695
Epoch 810, val loss: 1.1630465984344482
Epoch 820, training loss: 0.06947731226682663 = 0.004041025415062904 + 0.01 * 6.543629169464111
Epoch 820, val loss: 1.1689515113830566
Epoch 830, training loss: 0.0692933201789856 = 0.00391949899494648 + 0.01 * 6.537382125854492
Epoch 830, val loss: 1.1746459007263184
Epoch 840, training loss: 0.06940809637308121 = 0.0038039872888475657 + 0.01 * 6.560410499572754
Epoch 840, val loss: 1.18025803565979
Epoch 850, training loss: 0.06897187232971191 = 0.0036945536267012358 + 0.01 * 6.527731895446777
Epoch 850, val loss: 1.1857637166976929
Epoch 860, training loss: 0.06909984350204468 = 0.0035907039418816566 + 0.01 * 6.550914287567139
Epoch 860, val loss: 1.1910914182662964
Epoch 870, training loss: 0.06885578483343124 = 0.003492363728582859 + 0.01 * 6.536342144012451
Epoch 870, val loss: 1.1963624954223633
Epoch 880, training loss: 0.06857354938983917 = 0.0033987490460276604 + 0.01 * 6.517480373382568
Epoch 880, val loss: 1.2014694213867188
Epoch 890, training loss: 0.06862512975931168 = 0.00330953486263752 + 0.01 * 6.531559944152832
Epoch 890, val loss: 1.2064956426620483
Epoch 900, training loss: 0.06845968216657639 = 0.0032249242067337036 + 0.01 * 6.5234761238098145
Epoch 900, val loss: 1.21140456199646
Epoch 910, training loss: 0.06829625368118286 = 0.0031439000740647316 + 0.01 * 6.515235424041748
Epoch 910, val loss: 1.2162326574325562
Epoch 920, training loss: 0.06829284131526947 = 0.003066882025450468 + 0.01 * 6.52259635925293
Epoch 920, val loss: 1.220853567123413
Epoch 930, training loss: 0.06808673590421677 = 0.002993389731273055 + 0.01 * 6.509334564208984
Epoch 930, val loss: 1.2255499362945557
Epoch 940, training loss: 0.06805765628814697 = 0.0029232304077595472 + 0.01 * 6.5134429931640625
Epoch 940, val loss: 1.2300899028778076
Epoch 950, training loss: 0.06774136424064636 = 0.0028561074286699295 + 0.01 * 6.488526344299316
Epoch 950, val loss: 1.2344971895217896
Epoch 960, training loss: 0.06783424317836761 = 0.0027918005362153053 + 0.01 * 6.504244804382324
Epoch 960, val loss: 1.2388458251953125
Epoch 970, training loss: 0.06770257651805878 = 0.0027304119430482388 + 0.01 * 6.497216701507568
Epoch 970, val loss: 1.243116021156311
Epoch 980, training loss: 0.06784503161907196 = 0.002671574940904975 + 0.01 * 6.517345428466797
Epoch 980, val loss: 1.2472641468048096
Epoch 990, training loss: 0.06747966259717941 = 0.002615518169477582 + 0.01 * 6.486414432525635
Epoch 990, val loss: 1.2513494491577148
=== picking the best model according to the performance on validation ===
target class rate on Vs: 1.0000
accuracy on clean test nodes: 0.8148
Overall ASR: 0.9520
Flip ASR: 0.9422/225 nodes
The final ASR:0.76876, 0.21877, Accuracy:0.79753, 0.01720
#Attach Nodes:5
raw graph: torch.Size([2, 10556])
add edge: torch.Size([2, 11672])
remove edge: torch.Size([2, 9530])
updated graph: torch.Size([2, 10646])
./selected_nodes/Cora/Overall/seed462/nodes.txt
precent of left attach nodes: 1.000
target class rate on Vs: 1.0000
accuracy on clean test nodes: 0.8370
Overall ASR: 0.9852
Flip ASR: 0.9822/225 nodes
./selected_nodes/Cora/Overall/seed345/nodes.txt
precent of left attach nodes: 1.000
target class rate on Vs: 1.0000
accuracy on clean test nodes: 0.8259
Overall ASR: 0.9742
Flip ASR: 0.9689/225 nodes
./selected_nodes/Cora/Overall/seed29/nodes.txt
precent of left attach nodes: 1.000
target class rate on Vs: 1.0000
accuracy on clean test nodes: 0.8333
Overall ASR: 0.9668
Flip ASR: 0.9600/225 nodes
The final ASR:0.97540, 0.00758, Accuracy:0.83210, 0.00462
Begin epxeriment: cont_weight: 0.01 epoch:1000 der1:0.3 der2:0.4 dfr1:0 dfr2:0.5
./run_pre_bkd.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0002, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=0.01, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=2, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.4, drop_feat_rate_1=0.0, drop_feat_rate_2=0.5, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=0.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
#Attach Nodes:5
./selected_nodes/Cora/Overall/seed265/nodes.txt
precent of left attach nodes: 1.000
/home/mfl5681/project-contrastive/RobustCL/model.py:226: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
=== training gcn model ===
Epoch 0, training loss: 2.028747320175171 = 1.9450091123580933 + 0.01 * 8.373817443847656
Epoch 0, val loss: 1.9425084590911865
Epoch 10, training loss: 2.0183515548706055 = 1.9346145391464233 + 0.01 * 8.373710632324219
Epoch 10, val loss: 1.9325097799301147
Epoch 20, training loss: 2.0051937103271484 = 1.9214597940444946 + 0.01 * 8.373390197753906
Epoch 20, val loss: 1.9195493459701538
Epoch 30, training loss: 1.986336588859558 = 1.9026120901107788 + 0.01 * 8.372451782226562
Epoch 30, val loss: 1.9008262157440186
Epoch 40, training loss: 1.9583014249801636 = 1.8746222257614136 + 0.01 * 8.36791706085205
Epoch 40, val loss: 1.8735774755477905
Epoch 50, training loss: 1.9196513891220093 = 1.8362151384353638 + 0.01 * 8.343622207641602
Epoch 50, val loss: 1.838559865951538
Epoch 60, training loss: 1.8766857385635376 = 1.7943644523620605 + 0.01 * 8.232129096984863
Epoch 60, val loss: 1.8053802251815796
Epoch 70, training loss: 1.8359324932098389 = 1.7562947273254395 + 0.01 * 7.963776588439941
Epoch 70, val loss: 1.777223825454712
Epoch 80, training loss: 1.7834136486053467 = 1.7079854011535645 + 0.01 * 7.542829990386963
Epoch 80, val loss: 1.7363570928573608
Epoch 90, training loss: 1.7142093181610107 = 1.641992211341858 + 0.01 * 7.221709728240967
Epoch 90, val loss: 1.6802761554718018
Epoch 100, training loss: 1.6270142793655396 = 1.5559825897216797 + 0.01 * 7.1031694412231445
Epoch 100, val loss: 1.6097233295440674
Epoch 110, training loss: 1.527153491973877 = 1.4567389488220215 + 0.01 * 7.041448593139648
Epoch 110, val loss: 1.5303568840026855
Epoch 120, training loss: 1.4235780239105225 = 1.353554368019104 + 0.01 * 7.002371311187744
Epoch 120, val loss: 1.4494531154632568
Epoch 130, training loss: 1.3213351964950562 = 1.251524567604065 + 0.01 * 6.981060981750488
Epoch 130, val loss: 1.3692848682403564
Epoch 140, training loss: 1.222334384918213 = 1.152674913406372 + 0.01 * 6.9659504890441895
Epoch 140, val loss: 1.291603446006775
Epoch 150, training loss: 1.1285945177078247 = 1.0590555667877197 + 0.01 * 6.953900337219238
Epoch 150, val loss: 1.217343807220459
Epoch 160, training loss: 1.0412590503692627 = 0.9718102812767029 + 0.01 * 6.944871425628662
Epoch 160, val loss: 1.1486775875091553
Epoch 170, training loss: 0.9593985676765442 = 0.8899976015090942 + 0.01 * 6.940094470977783
Epoch 170, val loss: 1.0858522653579712
Epoch 180, training loss: 0.8809558153152466 = 0.81160968542099 + 0.01 * 6.934612274169922
Epoch 180, val loss: 1.027351975440979
Epoch 190, training loss: 0.8049644231796265 = 0.7356557250022888 + 0.01 * 6.930868625640869
Epoch 190, val loss: 0.9722836017608643
Epoch 200, training loss: 0.732496976852417 = 0.663221538066864 + 0.01 * 6.927541255950928
Epoch 200, val loss: 0.9210830926895142
Epoch 210, training loss: 0.6657098531723022 = 0.5964695811271667 + 0.01 * 6.9240288734436035
Epoch 210, val loss: 0.8753631114959717
Epoch 220, training loss: 0.6062896847724915 = 0.5370792746543884 + 0.01 * 6.921041965484619
Epoch 220, val loss: 0.8366899490356445
Epoch 230, training loss: 0.5541621446609497 = 0.4850131869316101 + 0.01 * 6.914897918701172
Epoch 230, val loss: 0.8055659532546997
Epoch 240, training loss: 0.5076512694358826 = 0.4385658800601959 + 0.01 * 6.908538818359375
Epoch 240, val loss: 0.7805290222167969
Epoch 250, training loss: 0.4644472002983093 = 0.3954412341117859 + 0.01 * 6.90059757232666
Epoch 250, val loss: 0.7596676349639893
Epoch 260, training loss: 0.42284050583839417 = 0.35389986634254456 + 0.01 * 6.894064426422119
Epoch 260, val loss: 0.7414664626121521
Epoch 270, training loss: 0.38220274448394775 = 0.31334778666496277 + 0.01 * 6.885494709014893
Epoch 270, val loss: 0.7253879308700562
Epoch 280, training loss: 0.34328004717826843 = 0.27437976002693176 + 0.01 * 6.8900299072265625
Epoch 280, val loss: 0.7115886807441711
Epoch 290, training loss: 0.3069453835487366 = 0.23824428021907806 + 0.01 * 6.870110034942627
Epoch 290, val loss: 0.7004020810127258
Epoch 300, training loss: 0.27455154061317444 = 0.2059619128704071 + 0.01 * 6.858962535858154
Epoch 300, val loss: 0.6922184228897095
Epoch 310, training loss: 0.2464495450258255 = 0.17792858183383942 + 0.01 * 6.8520965576171875
Epoch 310, val loss: 0.6873536705970764
Epoch 320, training loss: 0.2225780487060547 = 0.15400101244449615 + 0.01 * 6.8577046394348145
Epoch 320, val loss: 0.6856713891029358
Epoch 330, training loss: 0.2020668089389801 = 0.13371893763542175 + 0.01 * 6.834787845611572
Epoch 330, val loss: 0.6868239045143127
Epoch 340, training loss: 0.1849602311849594 = 0.11652664095163345 + 0.01 * 6.843359470367432
Epoch 340, val loss: 0.6905353665351868
