Begin epxeriment: cont_weight: 2 epoch:1000 der1:0.3 der2:0 dfr1:0 dfr2:0.4
./run_pre_bkd.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0002, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=2.0, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=2, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.0, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=0.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
#Attach Nodes:5
./selected_nodes/Cora/Overall/seed265/nodes.txt
precent of left attach nodes: 1.000
/home/mfl5681/project-contrastive/RobustCL/model.py:226: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
accuracy on clean test nodes: 0.8259
Overall ASR: 0.9779
Flip ASR: 0.9733/225 nodes
./selected_nodes/Cora/Overall/seed29/nodes.txt
precent of left attach nodes: 1.000
target class rate on Vs: 1.0000
accuracy on clean test nodes: 0.8333
Overall ASR: 0.9926
Flip ASR: 0.9911/225 nodes
The final ASR:0.98278, 0.00696, Accuracy:0.82963, 0.00302
Begin epxeriment: cont_weight: 2 epoch:1000 der1:0.4 der2:0 dfr1:0.4 dfr2:0.5
./run_pre_bkd.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0002, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=2.0, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=2, dis_weight=1, drop_edge_rate_1=0.4, drop_edge_rate_2=0.0, drop_feat_rate_1=0.4, drop_feat_rate_2=0.5, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=0.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
#Attach Nodes:5
./selected_nodes/Cora/Overall/seed265/nodes.txt
precent of left attach nodes: 1.000
/home/mfl5681/project-contrastive/RobustCL/model.py:226: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
=== training gcn model ===
Epoch 0, training loss: 18.710845947265625 = 1.9630024433135986 + 2.0 * 8.373921394348145
Epoch 0, val loss: 1.9655628204345703
Epoch 10, training loss: 18.699113845825195 = 1.952020525932312 + 2.0 * 8.373546600341797
Epoch 10, val loss: 1.9551817178726196
Epoch 20, training loss: 18.67929458618164 = 1.9378613233566284 + 2.0 * 8.37071704864502
Epoch 20, val loss: 1.9411578178405762
Epoch 30, training loss: 18.617767333984375 = 1.9177420139312744 + 2.0 * 8.35001277923584
Epoch 30, val loss: 1.9208747148513794
Epoch 40, training loss: 18.30134391784668 = 1.8917187452316284 + 2.0 * 8.204813003540039
Epoch 40, val loss: 1.8957546949386597
Epoch 50, training loss: 17.008453369140625 = 1.863429307937622 + 2.0 * 7.572512149810791
Epoch 50, val loss: 1.869431972503662
Epoch 60, training loss: 16.15851593017578 = 1.8431273698806763 + 2.0 * 7.157693862915039
Epoch 60, val loss: 1.8516210317611694
Epoch 70, training loss: 15.55156135559082 = 1.8286356925964355 + 2.0 * 6.8614630699157715
Epoch 70, val loss: 1.8385869264602661
Epoch 80, training loss: 15.125249862670898 = 1.815111517906189 + 2.0 * 6.655069351196289
Epoch 80, val loss: 1.8268511295318604
Epoch 90, training loss: 14.909733772277832 = 1.8013206720352173 + 2.0 * 6.554206371307373
Epoch 90, val loss: 1.814995288848877
Epoch 100, training loss: 14.764689445495605 = 1.7870129346847534 + 2.0 * 6.488838195800781
Epoch 100, val loss: 1.8024719953536987
Epoch 110, training loss: 14.648369789123535 = 1.7726625204086304 + 2.0 * 6.437853813171387
Epoch 110, val loss: 1.7896660566329956
Epoch 120, training loss: 14.557092666625977 = 1.7582942247390747 + 2.0 * 6.399399280548096
Epoch 120, val loss: 1.7768477201461792
Epoch 130, training loss: 14.478553771972656 = 1.743501901626587 + 2.0 * 6.367526054382324
Epoch 130, val loss: 1.7636325359344482
Epoch 140, training loss: 14.405938148498535 = 1.7276567220687866 + 2.0 * 6.339140892028809
Epoch 140, val loss: 1.7499616146087646
Epoch 150, training loss: 14.335331916809082 = 1.7105525732040405 + 2.0 * 6.312389850616455
Epoch 150, val loss: 1.7354319095611572
Epoch 160, training loss: 14.271886825561523 = 1.691566824913025 + 2.0 * 6.290160179138184
Epoch 160, val loss: 1.7195559740066528
Epoch 170, training loss: 14.219571113586426 = 1.670328140258789 + 2.0 * 6.274621486663818
Epoch 170, val loss: 1.70203697681427
Epoch 180, training loss: 14.160625457763672 = 1.6468569040298462 + 2.0 * 6.2568840980529785
Epoch 180, val loss: 1.682653546333313
Epoch 190, training loss: 14.105253219604492 = 1.6204363107681274 + 2.0 * 6.242408275604248
Epoch 190, val loss: 1.661038875579834
Epoch 200, training loss: 14.054255485534668 = 1.590780258178711 + 2.0 * 6.2317376136779785
Epoch 200, val loss: 1.6368459463119507
Epoch 210, training loss: 14.001457214355469 = 1.5580986738204956 + 2.0 * 6.221679210662842
Epoch 210, val loss: 1.6102595329284668
Epoch 220, training loss: 13.945267677307129 = 1.5223873853683472 + 2.0 * 6.211440086364746
Epoch 220, val loss: 1.581251859664917
Epoch 230, training loss: 13.889997482299805 = 1.4835491180419922 + 2.0 * 6.203224182128906
Epoch 230, val loss: 1.5498716831207275
Epoch 240, training loss: 13.835031509399414 = 1.441680669784546 + 2.0 * 6.1966753005981445
Epoch 240, val loss: 1.5162659883499146
Epoch 250, training loss: 13.777437210083008 = 1.3976820707321167 + 2.0 * 6.189877510070801
Epoch 250, val loss: 1.4811118841171265
Epoch 260, training loss: 13.71617603302002 = 1.3520376682281494 + 2.0 * 6.182069301605225
Epoch 260, val loss: 1.4451121091842651
Epoch 270, training loss: 13.656981468200684 = 1.3051040172576904 + 2.0 * 6.175938606262207
Epoch 270, val loss: 1.4085520505905151
Epoch 280, training loss: 13.597941398620605 = 1.257283329963684 + 2.0 * 6.1703290939331055
Epoch 280, val loss: 1.3718171119689941
Epoch 290, training loss: 13.540549278259277 = 1.2091575860977173 + 2.0 * 6.165695667266846
Epoch 290, val loss: 1.335551142692566
Epoch 300, training loss: 13.486669540405273 = 1.1617478132247925 + 2.0 * 6.162460803985596
Epoch 300, val loss: 1.3001829385757446
Epoch 310, training loss: 13.42686939239502 = 1.1148747205734253 + 2.0 * 6.155997276306152
Epoch 310, val loss: 1.2655811309814453
Epoch 320, training loss: 13.38422966003418 = 1.0687397718429565 + 2.0 * 6.157744884490967
Epoch 320, val loss: 1.2317930459976196
Epoch 330, training loss: 13.323053359985352 = 1.0238171815872192 + 2.0 * 6.149618148803711
Epoch 330, val loss: 1.1995775699615479
Epoch 340, training loss: 13.2688627243042 = 0.9803062081336975 + 2.0 * 6.144278049468994
Epoch 340, val loss: 1.168746829032898
Epoch 350, training loss: 13.218173027038574 = 0.9379879236221313 + 2.0 * 6.140092372894287
Epoch 350, val loss: 1.139271855354309
Epoch 360, training loss: 13.182164192199707 = 0.8970524668693542 + 2.0 * 6.1425557136535645
Epoch 360, val loss: 1.1112760305404663
Epoch 370, training loss: 13.128166198730469 = 0.8578571677207947 + 2.0 * 6.135154724121094
Epoch 370, val loss: 1.0850542783737183
Epoch 380, training loss: 13.081439018249512 = 0.8203489780426025 + 2.0 * 6.130545139312744
Epoch 380, val loss: 1.0606040954589844
Epoch 390, training loss: 13.038467407226562 = 0.7844473123550415 + 2.0 * 6.127009868621826
Epoch 390, val loss: 1.037563443183899
Epoch 400, training loss: 13.000154495239258 = 0.749925971031189 + 2.0 * 6.125114440917969
Epoch 400, val loss: 1.015829086303711
Epoch 410, training loss: 12.962434768676758 = 0.7169209718704224 + 2.0 * 6.1227569580078125
Epoch 410, val loss: 0.9952305555343628
Epoch 420, training loss: 12.922577857971191 = 0.6853986382484436 + 2.0 * 6.118589401245117
Epoch 420, val loss: 0.9759594798088074
Epoch 430, training loss: 12.886064529418945 = 0.6552346348762512 + 2.0 * 6.115415096282959
Epoch 430, val loss: 0.9577836990356445
Epoch 440, training loss: 12.86356258392334 = 0.6262310743331909 + 2.0 * 6.11866569519043
Epoch 440, val loss: 0.940623939037323
Epoch 450, training loss: 12.82026481628418 = 0.5986437797546387 + 2.0 * 6.11081075668335
Epoch 450, val loss: 0.9245750308036804
Epoch 460, training loss: 12.792956352233887 = 0.5722612142562866 + 2.0 * 6.110347747802734
Epoch 460, val loss: 0.909666121006012
Epoch 470, training loss: 12.758552551269531 = 0.5471136569976807 + 2.0 * 6.105719566345215
Epoch 470, val loss: 0.8959519267082214
Epoch 480, training loss: 12.72948169708252 = 0.5232326984405518 + 2.0 * 6.103124618530273
Epoch 480, val loss: 0.883309006690979
Epoch 490, training loss: 12.708477973937988 = 0.5003808736801147 + 2.0 * 6.104048728942871
Epoch 490, val loss: 0.8716800808906555
Epoch 500, training loss: 12.677762031555176 = 0.47873467206954956 + 2.0 * 6.099513530731201
Epoch 500, val loss: 0.8611055612564087
Epoch 510, training loss: 12.649703979492188 = 0.45798608660697937 + 2.0 * 6.095859050750732
Epoch 510, val loss: 0.8515195250511169
Epoch 520, training loss: 12.626611709594727 = 0.43793001770973206 + 2.0 * 6.094340801239014
Epoch 520, val loss: 0.8426983952522278
Epoch 530, training loss: 12.60306167602539 = 0.41846397519111633 + 2.0 * 6.092298984527588
Epoch 530, val loss: 0.8345472812652588
Epoch 540, training loss: 12.583066940307617 = 0.39951539039611816 + 2.0 * 6.091775894165039
Epoch 540, val loss: 0.8270759582519531
Epoch 550, training loss: 12.558109283447266 = 0.38110822439193726 + 2.0 * 6.088500499725342
Epoch 550, val loss: 0.8200487494468689
Epoch 560, training loss: 12.534197807312012 = 0.3630976974964142 + 2.0 * 6.085549831390381
Epoch 560, val loss: 0.8136507868766785
Epoch 570, training loss: 12.51274585723877 = 0.3454333245754242 + 2.0 * 6.083656311035156
Epoch 570, val loss: 0.8076480627059937
Epoch 580, training loss: 12.501437187194824 = 0.3280332088470459 + 2.0 * 6.0867018699646
Epoch 580, val loss: 0.802105724811554
Epoch 590, training loss: 12.478018760681152 = 0.31110021471977234 + 2.0 * 6.083459377288818
Epoch 590, val loss: 0.7968298196792603
Epoch 600, training loss: 12.453142166137695 = 0.29451319575309753 + 2.0 * 6.079314708709717
Epoch 600, val loss: 0.7920882105827332
Epoch 610, training loss: 12.433013916015625 = 0.27835333347320557 + 2.0 * 6.077330112457275
Epoch 610, val loss: 0.787766695022583
Epoch 620, training loss: 12.424824714660645 = 0.2626263201236725 + 2.0 * 6.081099033355713
Epoch 620, val loss: 0.7839042544364929
Epoch 630, training loss: 12.402372360229492 = 0.24751083552837372 + 2.0 * 6.077430725097656
Epoch 630, val loss: 0.7804993391036987
Epoch 640, training loss: 12.379399299621582 = 0.23301537334918976 + 2.0 * 6.073192119598389
Epoch 640, val loss: 0.7777243852615356
Epoch 650, training loss: 12.362776756286621 = 0.2192051261663437 + 2.0 * 6.071785926818848
Epoch 650, val loss: 0.7755293250083923
Epoch 660, training loss: 12.350526809692383 = 0.20610597729682922 + 2.0 * 6.072210311889648
Epoch 660, val loss: 0.7738387584686279
Epoch 670, training loss: 12.340349197387695 = 0.19376163184642792 + 2.0 * 6.073293685913086
Epoch 670, val loss: 0.7727256417274475
Epoch 680, training loss: 12.317380905151367 = 0.1822008192539215 + 2.0 * 6.067590236663818
Epoch 680, val loss: 0.7722167372703552
Epoch 690, training loss: 12.307353973388672 = 0.17138810455799103 + 2.0 * 6.067983150482178
Epoch 690, val loss: 0.7723166346549988
Epoch 700, training loss: 12.29183578491211 = 0.16127167642116547 + 2.0 * 6.065281867980957
Epoch 700, val loss: 0.7729198932647705
Epoch 710, training loss: 12.282074928283691 = 0.1518401950597763 + 2.0 * 6.065117359161377
Epoch 710, val loss: 0.7740257382392883
Epoch 720, training loss: 12.271825790405273 = 0.14308413863182068 + 2.0 * 6.064370632171631
Epoch 720, val loss: 0.7757205367088318
Epoch 730, training loss: 12.25926685333252 = 0.13491281867027283 + 2.0 * 6.0621771812438965
Epoch 730, val loss: 0.7778387665748596
Epoch 740, training loss: 12.25082015991211 = 0.12732714414596558 + 2.0 * 6.061746597290039
Epoch 740, val loss: 0.7804521918296814
Epoch 750, training loss: 12.242565155029297 = 0.12026428431272507 + 2.0 * 6.061150550842285
Epoch 750, val loss: 0.7834466099739075
Epoch 760, training loss: 12.234382629394531 = 0.11374887824058533 + 2.0 * 6.060317039489746
Epoch 760, val loss: 0.7869448661804199
Epoch 770, training loss: 12.222864151000977 = 0.10765305906534195 + 2.0 * 6.057605743408203
Epoch 770, val loss: 0.7907573580741882
Epoch 780, training loss: 12.215063095092773 = 0.10200590640306473 + 2.0 * 6.056528568267822
Epoch 780, val loss: 0.7949560284614563
Epoch 790, training loss: 12.211461067199707 = 0.09675013273954391 + 2.0 * 6.0573554039001465
Epoch 790, val loss: 0.7994197010993958
Epoch 800, training loss: 12.202404022216797 = 0.09185336530208588 + 2.0 * 6.0552754402160645
Epoch 800, val loss: 0.804062008857727
Epoch 810, training loss: 12.20099925994873 = 0.08730031549930573 + 2.0 * 6.056849479675293
Epoch 810, val loss: 0.8089902997016907
Epoch 820, training loss: 12.190170288085938 = 0.08304861932992935 + 2.0 * 6.053560733795166
Epoch 820, val loss: 0.8140208721160889
Epoch 830, training loss: 12.185733795166016 = 0.0791056752204895 + 2.0 * 6.053314208984375
Epoch 830, val loss: 0.8192894458770752
Epoch 840, training loss: 12.177238464355469 = 0.0753985196352005 + 2.0 * 6.050920009613037
Epoch 840, val loss: 0.8247238993644714
Epoch 850, training loss: 12.17629337310791 = 0.07194044440984726 + 2.0 * 6.052176475524902
Epoch 850, val loss: 0.8302390575408936
Epoch 860, training loss: 12.17096996307373 = 0.06870230287313461 + 2.0 * 6.051133632659912
Epoch 860, val loss: 0.8357343673706055
Epoch 870, training loss: 12.162888526916504 = 0.06568186730146408 + 2.0 * 6.048603534698486
Epoch 870, val loss: 0.8414753079414368
Epoch 880, training loss: 12.157715797424316 = 0.06284842640161514 + 2.0 * 6.047433853149414
Epoch 880, val loss: 0.8471527099609375
Epoch 890, training loss: 12.157698631286621 = 0.06018833443522453 + 2.0 * 6.048755168914795
Epoch 890, val loss: 0.8529922962188721
Epoch 900, training loss: 12.149666786193848 = 0.05767606198787689 + 2.0 * 6.045995235443115
Epoch 900, val loss: 0.8587799668312073
Epoch 910, training loss: 12.151779174804688 = 0.05532684549689293 + 2.0 * 6.048226356506348
Epoch 910, val loss: 0.8647058606147766
Epoch 920, training loss: 12.1456298828125 = 0.05311308056116104 + 2.0 * 6.046258449554443
Epoch 920, val loss: 0.8705093860626221
Epoch 930, training loss: 12.138776779174805 = 0.05103154480457306 + 2.0 * 6.043872833251953
Epoch 930, val loss: 0.8764625191688538
Epoch 940, training loss: 12.134857177734375 = 0.049054861068725586 + 2.0 * 6.042901039123535
Epoch 940, val loss: 0.8823330402374268
Epoch 950, training loss: 12.137372970581055 = 0.0471956729888916 + 2.0 * 6.045088768005371
Epoch 950, val loss: 0.8882713317871094
Epoch 960, training loss: 12.13049030303955 = 0.04544055834412575 + 2.0 * 6.042524814605713
Epoch 960, val loss: 0.8941698670387268
Epoch 970, training loss: 12.129767417907715 = 0.043775420635938644 + 2.0 * 6.042995929718018
Epoch 970, val loss: 0.9000194668769836
Epoch 980, training loss: 12.124277114868164 = 0.04220525175333023 + 2.0 * 6.041036128997803
Epoch 980, val loss: 0.9058984518051147
Epoch 990, training loss: 12.134942054748535 = 0.0407230518758297 + 2.0 * 6.047109603881836
Epoch 990, val loss: 0.9117103815078735
=== picking the best model according to the performance on validation ===
target class rate on Vs: 1.0000
accuracy on clean test nodes: 0.7370
Overall ASR: 0.6790
Flip ASR: 0.6267/225 nodes
./selected_nodes/Cora/Overall/seed125/nodes.txt
precent of left attach nodes: 1.000
=== training gcn model ===
Epoch 0, training loss: 18.683124542236328 = 1.9353485107421875 + 2.0 * 8.37388801574707
Epoch 0, val loss: 1.940153956413269
Epoch 10, training loss: 18.671127319335938 = 1.925449252128601 + 2.0 * 8.372838973999023
Epoch 10, val loss: 1.9292713403701782
Epoch 20, training loss: 18.647920608520508 = 1.913343906402588 + 2.0 * 8.367288589477539
Epoch 20, val loss: 1.9151530265808105
Epoch 30, training loss: 18.559600830078125 = 1.89738130569458 + 2.0 * 8.331110000610352
Epoch 30, val loss: 1.896004557609558
Epoch 40, training loss: 18.012664794921875 = 1.8794819116592407 + 2.0 * 8.066591262817383
Epoch 40, val loss: 1.8752321004867554
Epoch 50, training loss: 17.154117584228516 = 1.8624452352523804 + 2.0 * 7.645836353302002
Epoch 50, val loss: 1.855655550956726
Epoch 60, training loss: 16.30113983154297 = 1.8456342220306396 + 2.0 * 7.227753162384033
Epoch 60, val loss: 1.836915135383606
Epoch 70, training loss: 15.704793930053711 = 1.8302881717681885 + 2.0 * 6.937252998352051
Epoch 70, val loss: 1.8201348781585693
Epoch 80, training loss: 15.387289047241211 = 1.8172476291656494 + 2.0 * 6.78502082824707
Epoch 80, val loss: 1.8065379858016968
Epoch 90, training loss: 15.076894760131836 = 1.8051087856292725 + 2.0 * 6.635892868041992
Epoch 90, val loss: 1.794083595275879
Epoch 100, training loss: 14.844846725463867 = 1.7933290004730225 + 2.0 * 6.525758743286133
Epoch 100, val loss: 1.7818398475646973
Epoch 110, training loss: 14.685233116149902 = 1.7807629108428955 + 2.0 * 6.452235221862793
Epoch 110, val loss: 1.7686452865600586
Epoch 120, training loss: 14.572546005249023 = 1.767258644104004 + 2.0 * 6.40264368057251
Epoch 120, val loss: 1.7545557022094727
Epoch 130, training loss: 14.476017951965332 = 1.7525808811187744 + 2.0 * 6.361718654632568
Epoch 130, val loss: 1.739872694015503
Epoch 140, training loss: 14.398017883300781 = 1.7368614673614502 + 2.0 * 6.330578327178955
Epoch 140, val loss: 1.7247294187545776
Epoch 150, training loss: 14.325433731079102 = 1.7197356224060059 + 2.0 * 6.302849292755127
Epoch 150, val loss: 1.7090879678726196
Epoch 160, training loss: 14.260334014892578 = 1.7006911039352417 + 2.0 * 6.279821395874023
Epoch 160, val loss: 1.6921573877334595
Epoch 170, training loss: 14.202021598815918 = 1.6791307926177979 + 2.0 * 6.26144552230835
Epoch 170, val loss: 1.6734551191329956
Epoch 180, training loss: 14.14450454711914 = 1.6545023918151855 + 2.0 * 6.245001316070557
Epoch 180, val loss: 1.652480959892273
Epoch 190, training loss: 14.088229179382324 = 1.6261528730392456 + 2.0 * 6.2310380935668945
Epoch 190, val loss: 1.6285593509674072
Epoch 200, training loss: 14.03191089630127 = 1.5935858488082886 + 2.0 * 6.219162464141846
Epoch 200, val loss: 1.6012169122695923
Epoch 210, training loss: 13.974064826965332 = 1.557050108909607 + 2.0 * 6.208507537841797
Epoch 210, val loss: 1.570631504058838
Epoch 220, training loss: 13.913785934448242 = 1.5162818431854248 + 2.0 * 6.198751926422119
Epoch 220, val loss: 1.5366719961166382
Epoch 230, training loss: 13.859512329101562 = 1.4715754985809326 + 2.0 * 6.193968296051025
Epoch 230, val loss: 1.4998353719711304
Epoch 240, training loss: 13.78842544555664 = 1.4237070083618164 + 2.0 * 6.182359218597412
Epoch 240, val loss: 1.4603763818740845
Epoch 250, training loss: 13.723075866699219 = 1.3731414079666138 + 2.0 * 6.174967288970947
Epoch 250, val loss: 1.4192543029785156
Epoch 260, training loss: 13.659061431884766 = 1.3212711811065674 + 2.0 * 6.168895244598389
Epoch 260, val loss: 1.3776768445968628
Epoch 270, training loss: 13.595077514648438 = 1.2691940069198608 + 2.0 * 6.162941932678223
Epoch 270, val loss: 1.3363845348358154
Epoch 280, training loss: 13.531123161315918 = 1.2173842191696167 + 2.0 * 6.156869411468506
Epoch 280, val loss: 1.296196699142456
Epoch 290, training loss: 13.470556259155273 = 1.1664904356002808 + 2.0 * 6.152032852172852
Epoch 290, val loss: 1.2571943998336792
Epoch 300, training loss: 13.409587860107422 = 1.1162943840026855 + 2.0 * 6.146646499633789
Epoch 300, val loss: 1.2194725275039673
Epoch 310, training loss: 13.366768836975098 = 1.0672615766525269 + 2.0 * 6.149753570556641
Epoch 310, val loss: 1.1830490827560425
Epoch 320, training loss: 13.295218467712402 = 1.0195796489715576 + 2.0 * 6.137819290161133
Epoch 320, val loss: 1.148574709892273
Epoch 330, training loss: 13.247722625732422 = 0.9736758470535278 + 2.0 * 6.137023448944092
Epoch 330, val loss: 1.1158543825149536
Epoch 340, training loss: 13.191407203674316 = 0.9295958280563354 + 2.0 * 6.130905628204346
Epoch 340, val loss: 1.0848103761672974
Epoch 350, training loss: 13.14051342010498 = 0.8872567415237427 + 2.0 * 6.126628398895264
Epoch 350, val loss: 1.0554695129394531
Epoch 360, training loss: 13.099114418029785 = 0.8467060327529907 + 2.0 * 6.126204013824463
Epoch 360, val loss: 1.0279076099395752
Epoch 370, training loss: 13.048069953918457 = 0.8081782460212708 + 2.0 * 6.119946002960205
Epoch 370, val loss: 1.002260446548462
Epoch 380, training loss: 13.024641990661621 = 0.7716876864433289 + 2.0 * 6.126477241516113
Epoch 380, val loss: 0.9785364270210266
Epoch 390, training loss: 12.970076560974121 = 0.7375982403755188 + 2.0 * 6.116239070892334
Epoch 390, val loss: 0.9567726254463196
Epoch 400, training loss: 12.928229331970215 = 0.7055261135101318 + 2.0 * 6.111351490020752
Epoch 400, val loss: 0.936958909034729
Epoch 410, training loss: 12.896279335021973 = 0.6753445863723755 + 2.0 * 6.110467433929443
Epoch 410, val loss: 0.9188033938407898
Epoch 420, training loss: 12.859004020690918 = 0.6469749808311462 + 2.0 * 6.106014728546143
Epoch 420, val loss: 0.902236819267273
Epoch 430, training loss: 12.82604694366455 = 0.6204502582550049 + 2.0 * 6.1027984619140625
Epoch 430, val loss: 0.887309730052948
Epoch 440, training loss: 12.809004783630371 = 0.5955004096031189 + 2.0 * 6.106752395629883
Epoch 440, val loss: 0.8739664554595947
Epoch 450, training loss: 12.77081298828125 = 0.5722101926803589 + 2.0 * 6.099301338195801
Epoch 450, val loss: 0.8618929982185364
Epoch 460, training loss: 12.74380111694336 = 0.5502710342407227 + 2.0 * 6.096765041351318
Epoch 460, val loss: 0.8512067198753357
Epoch 470, training loss: 12.721972465515137 = 0.5295979976654053 + 2.0 * 6.096187114715576
Epoch 470, val loss: 0.8416604995727539
Epoch 480, training loss: 12.697530746459961 = 0.5099480748176575 + 2.0 * 6.093791484832764
Epoch 480, val loss: 0.8330939412117004
Epoch 490, training loss: 12.669686317443848 = 0.49134960770606995 + 2.0 * 6.089168548583984
Epoch 490, val loss: 0.8255246877670288
Epoch 500, training loss: 12.648638725280762 = 0.47354209423065186 + 2.0 * 6.08754825592041
Epoch 500, val loss: 0.8187978863716125
Epoch 510, training loss: 12.64376449584961 = 0.4564270079135895 + 2.0 * 6.0936689376831055
Epoch 510, val loss: 0.8127965927124023
Epoch 520, training loss: 12.609764099121094 = 0.44009798765182495 + 2.0 * 6.084833145141602
Epoch 520, val loss: 0.8074073195457458
Epoch 530, training loss: 12.59049129486084 = 0.4243341386318207 + 2.0 * 6.083078384399414
Epoch 530, val loss: 0.8026363849639893
Epoch 540, training loss: 12.569751739501953 = 0.408969908952713 + 2.0 * 6.080390930175781
Epoch 540, val loss: 0.7984374165534973
Epoch 550, training loss: 12.552992820739746 = 0.39400139451026917 + 2.0 * 6.079495906829834
Epoch 550, val loss: 0.7946467995643616
Epoch 560, training loss: 12.531664848327637 = 0.3793843984603882 + 2.0 * 6.076140403747559
Epoch 560, val loss: 0.7914320230484009
Epoch 570, training loss: 12.529548645019531 = 0.36507323384284973 + 2.0 * 6.082237720489502
Epoch 570, val loss: 0.7887077927589417
Epoch 580, training loss: 12.510787010192871 = 0.3509528934955597 + 2.0 * 6.079916954040527
Epoch 580, val loss: 0.7862766981124878
Epoch 590, training loss: 12.48445987701416 = 0.3373001217842102 + 2.0 * 6.073579788208008
Epoch 590, val loss: 0.7843023538589478
Epoch 600, training loss: 12.465951919555664 = 0.3238776624202728 + 2.0 * 6.071037292480469
Epoch 600, val loss: 0.7828813791275024
Epoch 610, training loss: 12.457192420959473 = 0.3107140362262726 + 2.0 * 6.073239326477051
Epoch 610, val loss: 0.7817428112030029
Epoch 620, training loss: 12.435201644897461 = 0.2977621257305145 + 2.0 * 6.068719863891602
Epoch 620, val loss: 0.7811038494110107
Epoch 630, training loss: 12.419665336608887 = 0.2851674556732178 + 2.0 * 6.067248821258545
Epoch 630, val loss: 0.7808184027671814
Epoch 640, training loss: 12.403528213500977 = 0.27284756302833557 + 2.0 * 6.065340518951416
Epoch 640, val loss: 0.7810032963752747
Epoch 650, training loss: 12.390205383300781 = 0.26087018847465515 + 2.0 * 6.064667701721191
Epoch 650, val loss: 0.7815592288970947
Epoch 660, training loss: 12.400167465209961 = 0.24926218390464783 + 2.0 * 6.07545280456543
Epoch 660, val loss: 0.7825061678886414
Epoch 670, training loss: 12.371593475341797 = 0.23810303211212158 + 2.0 * 6.066745281219482
Epoch 670, val loss: 0.7837958335876465
Epoch 680, training loss: 12.35107421875 = 0.22742784023284912 + 2.0 * 6.06182336807251
Epoch 680, val loss: 0.7854851484298706
Epoch 690, training loss: 12.336616516113281 = 0.21718156337738037 + 2.0 * 6.059717655181885
Epoch 690, val loss: 0.7876281142234802
Epoch 700, training loss: 12.340249061584473 = 0.20738129317760468 + 2.0 * 6.066433906555176
Epoch 700, val loss: 0.7901093363761902
Epoch 710, training loss: 12.319130897521973 = 0.1979541778564453 + 2.0 * 6.060588359832764
Epoch 710, val loss: 0.7927372455596924
Epoch 720, training loss: 12.302058219909668 = 0.18901358544826508 + 2.0 * 6.056522369384766
Epoch 720, val loss: 0.7958694100379944
Epoch 730, training loss: 12.291725158691406 = 0.18049760162830353 + 2.0 * 6.055613994598389
Epoch 730, val loss: 0.7993530631065369
Epoch 740, training loss: 12.299799919128418 = 0.17235566675662994 + 2.0 * 6.063722133636475
Epoch 740, val loss: 0.8031669855117798
Epoch 750, training loss: 12.278034210205078 = 0.1646590232849121 + 2.0 * 6.056687355041504
Epoch 750, val loss: 0.8070806264877319
Epoch 760, training loss: 12.268085479736328 = 0.1573210209608078 + 2.0 * 6.055382251739502
Epoch 760, val loss: 0.8114694952964783
Epoch 770, training loss: 12.254651069641113 = 0.15037648379802704 + 2.0 * 6.05213737487793
Epoch 770, val loss: 0.8159948587417603
